([1, 0, 1, 0, 0, 1, 0, 0, 1, 0], 658) 
([1, 0, 0, 1, 0, 0, 1, 0, 1, 1], 587) 
([1, 1, 0, 1, 0, 0, 1, 0, 0, 1], 841) 
([0, 0, 1, 0, 0, 0, 0, 1, 0, 0], 132) 
([0, 0, 0, 1, 0, 0, 1, 1, 1, 1], 79) 
([0, 0, 0, 1, 0, 0, 1, 1, 1, 1], 79) 
([0, 0, 1, 0, 1, 1, 1, 1, 0, 0], 188) 
([1, 1, 1, 1, 0, 1, 0, 0, 1, 1], 979) 
([0, 0, 1, 1, 1, 0, 1, 1, 0, 0], 236) 
([0, 0, 0, 1, 0, 0, 1, 1, 1, 0], 78) 
([1, 1, 0, 0, 0, 1, 1, 0, 1, 1], 795) 
([1, 1, 0, 0, 1, 1, 1, 0, 0, 1], 825) 
([1, 0, 1, 0, 1, 1, 0, 0, 0, 0], 688) 
([0, 1, 1, 1, 1, 1, 1, 1, 0, 1], 509) 
([0, 0, 1, 1, 0, 0, 0, 1, 0, 0], 196) 
([1, 1, 0, 0, 1, 0, 1, 1, 0, 1], 813) 
([1, 0, 0, 0, 1, 0, 0, 0, 0, 1], 545) 
([1, 1, 1, 0, 0, 1, 1, 1, 1, 0], 926) 
([0, 0, 0, 0, 0, 1, 1, 1, 0, 0], 28) 
([0, 1, 0, 0, 0, 0, 1, 1, 0, 1], 269) 
([0, 1, 0, 0, 0, 0, 1, 0, 0, 1], 265) 
([0, 1, 0, 0, 0, 0, 0, 1, 0, 1], 261) 
([0, 0, 1, 1, 1, 0, 0, 1, 1, 1], 231) 
([1, 0, 1, 0, 0, 0, 0, 0, 0, 0], 640) 
([1, 0, 1, 1, 0, 0, 1, 0, 1, 1], 715) 
([1, 1, 1, 1, 1, 1, 1, 1, 1, 1], 1023) 
([0, 1, 1, 0, 0, 1, 0, 1, 0, 1], 405) 
([1, 0, 0, 1, 0, 0, 1, 0, 1, 1], 587) 
([1, 1, 0, 0, 0, 0, 0, 1, 0, 0], 772) 
([1, 1, 1, 0, 0, 0, 0, 1, 1, 1], 903) 
([0, 1, 1, 0, 1, 1, 0, 1, 0, 0], 436) 
([0, 1, 1, 1, 1, 0, 0, 1, 0, 1], 485) 
([0, 0, 1, 0, 0, 0, 0, 1, 1, 0], 134) 
([1, 0, 0, 0, 1, 1, 1, 0, 0, 1], 569) 
([0, 1, 0, 1, 0, 1, 0, 1, 0, 0], 340) 
([0, 1, 1, 1, 0, 1, 1, 0, 1, 0], 474) 
([0, 0, 1, 1, 0, 0, 0, 0, 0, 0], 192) 
([0, 0, 1, 0, 0, 1, 0, 1, 1, 0], 150) 
([0, 1, 1, 1, 0, 1, 1, 0, 1, 0], 474) 
([1, 0, 1, 1, 0, 1, 1, 0, 1, 1], 731) 
([0, 0, 1, 1, 1, 0, 0, 0, 1, 1], 227) 
([0, 0, 0, 1, 1, 1, 0, 0, 0, 1], 113) 
([1, 1, 1, 0, 0, 1, 0, 1, 1, 1], 919) 
([1, 0, 1, 1, 0, 0, 0, 1, 0, 1], 709) 
([0, 0, 1, 0, 0, 0, 0, 0, 1, 0], 130) 
([1, 0, 1, 0, 0, 1, 1, 0, 1, 1], 667) 
([0, 1, 0, 0, 1, 1, 1, 1, 0, 1], 317) 
([0, 1, 0, 0, 1, 0, 0, 1, 0, 0], 292) 
([0, 1, 0, 1, 1, 0, 0, 1, 1, 0], 358) 
([0, 1, 0, 1, 0, 1, 0, 1, 1, 0], 342) 
([0, 0, 0, 0, 1, 0, 0, 0, 0, 0], 32) 
([0, 1, 1, 0, 1, 1, 0, 0, 1, 0], 434) 
([1, 0, 1, 1, 0, 1, 0, 0, 0, 1], 721) 
([0, 1, 1, 1, 1, 1, 1, 1, 1, 1], 511) 
([0, 0, 0, 0, 1, 1, 0, 1, 1, 0], 54) 
([1, 0, 0, 0, 0, 0, 1, 0, 1, 1], 523) 
([0, 0, 1, 0, 0, 1, 0, 0, 0, 1], 145) 
([0, 0, 0, 0, 1, 1, 1, 1, 0, 0], 60) 
([1, 0, 0, 1, 1, 1, 0, 1, 0, 1], 629) 
([0, 0, 0, 0, 0, 1, 0, 1, 1, 0], 22) 
([0, 1, 0, 1, 0, 1, 1, 0, 0, 1], 345) 
([0, 1, 1, 1, 0, 0, 0, 0, 1, 0], 450) 
([1, 0, 0, 1, 1, 1, 0, 1, 0, 1], 629) 
([0, 0, 1, 1, 0, 1, 0, 1, 0, 1], 213) 
([0, 1, 0, 1, 0, 1, 1, 0, 0, 1], 345) 
([1, 1, 1, 1, 0, 0, 1, 0, 1, 0], 970) 
([0, 1, 1, 1, 0, 1, 1, 1, 1, 0], 478) 
([0, 1, 0, 0, 0, 1, 0, 1, 1, 1], 279) 
([1, 1, 1, 1, 1, 0, 1, 1, 0, 0], 1004) 
([1, 1, 0, 0, 1, 1, 1, 1, 0, 0], 828) 
([1, 0, 0, 0, 1, 0, 0, 0, 1, 1], 547) 
([1, 0, 1, 0, 0, 1, 0, 0, 0, 1], 657) 
([1, 1, 1, 0, 0, 0, 0, 1, 0, 1], 901) 
([1, 1, 0, 0, 1, 1, 1, 1, 1, 1], 831) 
([1, 0, 0, 1, 0, 1, 0, 1, 0, 0], 596) 
([1, 0, 0, 1, 0, 0, 0, 1, 1, 0], 582) 
([1, 1, 1, 0, 1, 0, 0, 0, 0, 1], 929) 
([0, 0, 0, 1, 1, 0, 1, 1, 1, 1], 111) 
([0, 0, 0, 0, 0, 0, 0, 0, 1, 0], 2) 
([0, 1, 1, 1, 1, 0, 0, 1, 1, 0], 486) 
([0, 0, 0, 0, 0, 1, 1, 0, 1, 1], 27) 
([1, 1, 0, 1, 0, 1, 1, 0, 0, 0], 856) 
([0, 0, 1, 0, 1, 1, 1, 1, 0, 1], 189) 
([0, 0, 1, 1, 1, 0, 0, 1, 0, 1], 229) 
([0, 1, 0, 0, 0, 1, 0, 0, 1, 0], 274) 
([0, 1, 0, 1, 1, 1, 0, 1, 0, 1], 373) 
([1, 1, 0, 1, 0, 1, 0, 1, 1, 0], 854) 
([1, 1, 1, 0, 1, 1, 0, 0, 1, 1], 947) 
([1, 1, 0, 0, 0, 1, 0, 1, 0, 1], 789) 
([0, 0, 1, 0, 1, 1, 0, 1, 1, 0], 182) 
([1, 0, 1, 1, 1, 1, 0, 0, 0, 1], 753) 
([0, 1, 0, 1, 0, 0, 1, 1, 1, 1], 335) 
([0, 0, 0, 1, 1, 0, 0, 0, 1, 0], 98) 
([0, 1, 0, 1, 1, 1, 1, 1, 0, 1], 381) 
([1, 1, 1, 1, 0, 1, 0, 1, 1, 0], 982) 
([1, 1, 0, 0, 0, 1, 0, 0, 1, 0], 786) 

